ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
AFG,Afghanistan,total,Sanitation,2020,50.49965,19658673.59393,At least basic
AFG,Afghanistan,rural,Sanitation,2020,44.7967,12900038.36573,At least basic
AFG,Afghanistan,urban,Sanitation,2020,66.7092,6758635.05736,At least basic
AFG,Afghanistan,total,Hygiene,2020,38.11505,14837556.27074,Basic service
AFG,Afghanistan,rural,Hygiene,2020,29.12944,8388362.54217,Basic service
AFG,Afghanistan,urban,Hygiene,2020,63.65494,6449193.05055,Basic service
AFG,Afghanistan,total,Drinking water,2020,47.50246,18491917.97321,Basic service
AFG,Afghanistan,rural,Drinking water,2020,41.83238,12046406.63439,Basic service
AFG,Afghanistan,urban,Drinking water,2020,63.61859,6445510.44781,Basic service
AFG,Afghanistan,total,Hygiene,2020,34.22538,13323373.54618,Limited service
AFG,Afghanistan,rural,Hygiene,2020,38.2024,11001089.08858,Limited service
AFG,Afghanistan,urban,Hygiene,2020,22.92145,2322283.74872,Limited service
AFG,Afghanistan,total,Sanitation,2020,10.9432,4260006.16127,Limited service
AFG,Afghanistan,rural,Sanitation,2020,7.24273,2085676.66223,Limited service
AFG,Afghanistan,urban,Sanitation,2020,21.4611,2174329.311,Limited service
AFG,Afghanistan,total,Drinking water,2020,1.44754,563503.94995,Limited service
AFG,Afghanistan,rural,Drinking water,2020,1.95682,563503.91711,Limited service
AFG,Afghanistan,urban,Drinking water,2020,0,0,Limited service
AFG,Afghanistan,total,Hygiene,2020,27.65957,10767410.23757,No handwashing facility
AFG,Afghanistan,rural,Hygiene,2020,32.66815,9407398.6889,No handwashing facility
AFG,Afghanistan,urban,Hygiene,2020,13.42362,1360012.21998,No handwashing facility
AFG,Afghanistan,total,Sanitation,2020,10.78376,4197939.30647,Open defecation
AFG,Afghanistan,rural,Sanitation,2020,14.57777,4197939.06131,Open defecation
AFG,Afghanistan,urban,Sanitation,2020,0,0,Open defecation
AFG,Afghanistan,total,Drinking water,2020,27.58896,10739922.68756,Safely managed service
AFG,Afghanistan,rural,Drinking water,2020,24.49554,7053943.61676,Safely managed service
AFG,Afghanistan,urban,Drinking water,2020,36.38141,3685978.55219,Safely managed service
AFG,Afghanistan,total,Drinking water,2020,8.90078,3464926.74735,Surface water
AFG,Afghanistan,rural,Drinking water,2020,12.03231,3464926.54444,Surface water
AFG,Afghanistan,urban,Drinking water,2020,0,0,Surface water
AFG,Afghanistan,total,Sanitation,2020,27.77339,10811720.30379,Unimproved
AFG,Afghanistan,rural,Sanitation,2020,33.3828,9613195.67403,Unimproved
AFG,Afghanistan,urban,Sanitation,2020,11.8297,1198525.01056,Unimproved
AFG,Afghanistan,total,Drinking water,2020,14.56026,5668068.63882,Unimproved
AFG,Afghanistan,rural,Drinking water,2020,19.68295,5668069.28471,Unimproved
AFG,Afghanistan,urban,Drinking water,2020,0,0,Unimproved
AGO,Angola,total,Sanitation,2020,51.66033,16978822.85379,At least basic
AGO,Angola,rural,Sanitation,2020,24.1564,2633865.12672,At least basic
AGO,Angola,urban,Sanitation,2020,65.31454,14344958.98949,At least basic
AGO,Angola,total,Drinking water,2020,57.16774,18788902.48308,At least basic
AGO,Angola,rural,Drinking water,2020,27.80823,3032037.83228,At least basic
AGO,Angola,urban,Drinking water,2020,71.74315,15756865.98375,At least basic
AGO,Angola,total,Hygiene,2020,27.09419,8904850.87877,Basic service
AGO,Angola,rural,Hygiene,2020,13.23489,1443050.41419,Basic service
AGO,Angola,urban,Hygiene,2020,33.97459,7461800.78474,Basic service
AGO,Angola,total,Hygiene,2020,15.06199,4950312.68047,Limited service
AGO,Angola,rural,Hygiene,2020,13.72976,1497008.13343,Limited service
AGO,Angola,urban,Hygiene,2020,15.72336,3453304.70176,Limited service
AGO,Angola,total,Sanitation,2020,21.00152,6902416.36262,Limited service
AGO,Angola,rural,Sanitation,2020,6.19269,675212.69594,Limited service
AGO,Angola,urban,Sanitation,2020,28.3533,6227203.93139,Limited service
AGO,Angola,total,Drinking water,2020,9.28735,3052405.50022,Limited service
AGO,Angola,rural,Drinking water,2020,8.74049,953009.01253,Limited service
AGO,Angola,urban,Drinking water,2020,9.55884,2099396.58063,Limited service
AGO,Angola,total,Hygiene,2020,57.84382,19011106.8746,No handwashing facility
AGO,Angola,rural,Hygiene,2020,73.03535,7963325.16889,No handwashing facility
AGO,Angola,urban,Hygiene,2020,50.30204,11047780.55962,No handwashing facility
AGO,Angola,total,Sanitation,2020,17.96832,5905516.92719,Open defecation
AGO,Angola,rural,Sanitation,2020,54.16224,5905516.95678,Open defecation
AGO,Angola,urban,Sanitation,2020,0,0,Open defecation
AGO,Angola,total,Drinking water,2020,14.09409,4632200.72689,Surface water
AGO,Angola,rural,Drinking water,2020,40.51813,4417847.56738,Surface water
AGO,Angola,urban,Drinking water,2020,0.97598,214353.19095,Surface water
AGO,Angola,total,Sanitation,2020,9.36983,3079513.44788,Unimproved
AGO,Angola,rural,Sanitation,2020,15.48867,1688789.22656,Unimproved
AGO,Angola,urban,Sanitation,2020,6.33215,1390723.31193,Unimproved
AGO,Angola,total,Drinking water,2020,19.45083,6392760.77347,Unimproved
AGO,Angola,rural,Drinking water,2020,22.93315,2500489.6891,Unimproved
AGO,Angola,urban,Drinking water,2020,17.72203,3892270.28463,Unimproved
ALB,Albania,rural,Drinking water,2020,94.09135,1025916.52006,At least basic
ALB,Albania,urban,Drinking water,2020,95.66381,1709951.4903,At least basic
ALB,Albania,total,Sanitation,2020,51.60771,1485166.70773,Basic service
ALB,Albania,rural,Sanitation,2020,45.67592,498023.25455,Basic service
ALB,Albania,urban,Sanitation,2020,55.22607,987143.45561,Basic service
ALB,Albania,total,Drinking water,2020,24.3935,701996.18415,Basic service
ALB,Albania,total,Sanitation,2020,0.57195,16459.61601,Limited service
ALB,Albania,rural,Sanitation,2020,0.71872,7836.50348,Limited service
ALB,Albania,urban,Sanitation,2020,0.48242,8623.11247,Limited service
ALB,Albania,total,Drinking water,2020,1.88466,54236.63302,Limited service
ALB,Albania,rural,Drinking water,2020,2.30526,25135.24666,Limited service
ALB,Albania,urban,Drinking water,2020,1.62809,29101.3862,Limited service
ALB,Albania,total,Sanitation,2020,0,0,Open defecation
ALB,Albania,rural,Sanitation,2020,0,0,Open defecation
ALB,Albania,urban,Sanitation,2020,0,0,Open defecation
ALB,Albania,total,Sanitation,2020,47.69108,1372453.96125,Safely managed service
ALB,Albania,rural,Sanitation,2020,53.60536,584481.14199,Safely managed service
ALB,Albania,urban,Sanitation,2020,44.0834,787972.8171,Safely managed service
ALB,Albania,total,Drinking water,2020,70.67454,2033871.83701,Safely managed service
ALB,Albania,total,Drinking water,2020,0,0,Surface water
ALB,Albania,rural,Drinking water,2020,0,0,Surface water
ALB,Albania,urban,Drinking water,2020,0,0,Surface water
ALB,Albania,total,Sanitation,2020,0.12926,3719.71478,Unimproved
ALB,Albania,rural,Sanitation,2020,0,0,Unimproved
ALB,Albania,urban,Sanitation,2020,0.2081,3719.71483,Unimproved
ALB,Albania,total,Drinking water,2020,3.04731,87695.34562,Unimproved
ALB,Albania,rural,Drinking water,2020,3.60338,39289.09306,Unimproved
ALB,Albania,urban,Drinking water,2020,2.7081,48406.25235,Unimproved
AND,Andorra,rural,Drinking water,2020,100,9336.7031,At least basic
AND,Andorra,urban,Drinking water,2020,100,67928.297,At least basic
AND,Andorra,total,Sanitation,2020,0,0,Basic service
AND,Andorra,rural,Sanitation,2020,0,0,Basic service
AND,Andorra,urban,Sanitation,2020,0,0,Basic service
AND,Andorra,total,Drinking water,2020,9.36,7232.00427,Basic service
AND,Andorra,total,Sanitation,2020,0,0,Limited service
AND,Andorra,rural,Sanitation,2020,0,0,Limited service
AND,Andorra,urban,Sanitation,2020,0,0,Limited service
AND,Andorra,total,Drinking water,2020,0,0,Limited service
AND,Andorra,rural,Drinking water,2020,0,0,Limited service
AND,Andorra,urban,Drinking water,2020,0,0,Limited service
AND,Andorra,total,Sanitation,2020,0,0,Open defecation
AND,Andorra,rural,Sanitation,2020,0,0,Open defecation
AND,Andorra,urban,Sanitation,2020,0,0,Open defecation
AND,Andorra,total,Sanitation,2020,100,77265.00286,Safely managed service
AND,Andorra,rural,Sanitation,2020,100,9336.7031,Safely managed service
AND,Andorra,urban,Sanitation,2020,100,67928.297,Safely managed service
AND,Andorra,total,Drinking water,2020,90.64,70032.9986,Safely managed service
AND,Andorra,total,Drinking water,2020,0,0,Surface water
AND,Andorra,rural,Drinking water,2020,0,0,Surface water
AND,Andorra,urban,Drinking water,2020,0,0,Surface water
AND,Andorra,total,Sanitation,2020,0,0,Unimproved
AND,Andorra,rural,Sanitation,2020,0,0,Unimproved
AND,Andorra,urban,Sanitation,2020,0,0,Unimproved
AND,Andorra,total,Drinking water,2020,0,0,Unimproved
AND,Andorra,rural,Drinking water,2020,0,0,Unimproved
AND,Andorra,urban,Drinking water,2020,0,0,Unimproved
ARE,United Arab Emirates,total,Drinking water,2020,99.9656,9886997.60943,At least basic
ARE,United Arab Emirates,total,Sanitation,2020,0,0,Basic service
ARE,United Arab Emirates,total,Sanitation,2020,0.77043,76198.60872,Limited service
ARE,United Arab Emirates,total,Drinking water,2020,0,0,Limited service
ARE,United Arab Emirates,total,Sanitation,2020,0,0,Open defecation
ARE,United Arab Emirates,total,Sanitation,2020,99.22957,9814201.39128,Safely managed service
ARE,United Arab Emirates,total,Drinking water,2020,0,0,Surface water
ARE,United Arab Emirates,total,Sanitation,2020,0,0,Unimproved
ARE,United Arab Emirates,total,Drinking water,2020,0.0344,3402.69322,Unimproved
ARG,Argentina,urban,Drinking water,2020,99.79042,41543031.47982,At least basic
ARG,Argentina,urban,Sanitation,2020,51.62742,21492640.20633,Basic service
ARG,Argentina,urban,Sanitation,2020,1.24901,519965.1159,Limited service
ARG,Argentina,urban,Drinking water,2020,0,0,Limited service
ARG,Argentina,urban,Sanitation,2020,0,0,Open defecation
ARG,Argentina,urban,Sanitation,2020,47.12357,19617674.67819,Safely managed service
ARG,Argentina,urban,Drinking water,2020,0,0,Surface water
ARG,Argentina,urban,Sanitation,2020,0,0,Unimproved
ARG,Argentina,urban,Drinking water,2020,0.20958,87248.47023,Unimproved
ARM,Armenia,rural,Sanitation,2020,83.47301,907453.09144,At least basic
ARM,Armenia,rural,Drinking water,2020,100,1087121.6,At least basic
ARM,Armenia,urban,Drinking water,2020,99.95448,1875258.45048,At least basic
ARM,Armenia,total,Hygiene,2020,94.71515,2806631.53121,Basic service
ARM,Armenia,rural,Hygiene,2020,91.1048,990420.01249,Basic service
ARM,Armenia,urban,Hygiene,2020,96.80718,1816211.51989,Basic service
ARM,Armenia,total,Sanitation,2020,24.60766,729182.56106,Basic service
ARM,Armenia,urban,Sanitation,2020,28.64215,537358.95648,Basic service
ARM,Armenia,total,Drinking water,2020,13.06052,387013.78937,Basic service
ARM,Armenia,total,Hygiene,2020,0.40324,11948.83357,Limited service
ARM,Armenia,rural,Hygiene,2020,0,0,Limited service
ARM,Armenia,urban,Hygiene,2020,1.12416,21090.47685,Limited service
ARM,Armenia,total,Sanitation,2020,0.42505,12595.07879,Limited service
ARM,Armenia,rural,Sanitation,2020,1.15857,12595.07852,Limited service
ARM,Armenia,urban,Sanitation,2020,0,0,Limited service
ARM,Armenia,total,Drinking water,2020,0,0,Limited service
ARM,Armenia,rural,Drinking water,2020,0,0,Limited service
ARM,Armenia,urban,Drinking water,2020,0,0,Limited service
ARM,Armenia,total,Hygiene,2020,4.88161,144653.63783,No handwashing facility
ARM,Armenia,rural,Hygiene,2020,9.7361,105843.2275,No handwashing facility
ARM,Armenia,urban,Hygiene,2020,2.06866,38810.40507,No handwashing facility
ARM,Armenia,total,Sanitation,2020,0.01068,316.57939,Open defecation
ARM,Armenia,rural,Sanitation,2020,0.02912,316.57937,Open defecation
ARM,Armenia,urban,Sanitation,2020,0,0,Open defecation
ARM,Armenia,total,Sanitation,2020,69.32908,2054382.90867,Safely managed service
ARM,Armenia,urban,Sanitation,2020,71.35785,1338753.44352,Safely managed service
ARM,Armenia,total,Drinking water,2020,86.91066,2575366.22704,Safely managed service
ARM,Armenia,total,Drinking water,2020,0,0,Surface water
ARM,Armenia,rural,Drinking water,2020,0,0,Surface water
ARM,Armenia,urban,Drinking water,2020,0,0,Surface water
ARM,Armenia,total,Sanitation,2020,5.62753,166756.87204,Unimproved
ARM,Armenia,rural,Sanitation,2020,15.3393,166756.86838,Unimproved
ARM,Armenia,urban,Sanitation,2020,0,0,Unimproved
ARM,Armenia,total,Drinking water,2020,0.02882,853.98353,Unimproved
ARM,Armenia,rural,Drinking water,2020,0,0,Unimproved
ARM,Armenia,urban,Drinking water,2020,0.04552,853.98355,Unimproved
ASM,American Samoa,total,Sanitation,2020,54.45476,30057.39471,At least basic
ASM,American Samoa,total,Drinking water,2020,1.4118,779.27062,Basic service
ASM,American Samoa,total,Sanitation,2020,44.57549,24604.33378,Limited service
ASM,American Samoa,total,Drinking water,2020,0,0,Limited service
ASM,American Samoa,total,Sanitation,2020,0.70087,386.85827,Open defecation
ASM,American Samoa,total,Drinking water,2020,98.36197,54292.85812,Safely managed service
ASM,American Samoa,total,Drinking water,2020,0,0,Surface water
ASM,American Samoa,total,Sanitation,2020,0.26888,148.41386,Unimproved
ASM,American Samoa,total,Drinking water,2020,0.22623,124.87126,Unimproved
AUS,Australia,total,Drinking water,2020,99.96981,25492181.71118,At least basic
AUS,Australia,rural,Drinking water,2020,100,3508528.3,At least basic
AUS,Australia,total,Sanitation,2020,25.73166,6561541.90436,Basic service
AUS,Australia,urban,Drinking water,2020,1.00126,220191.18963,Basic service
AUS,Australia,total,Sanitation,2020,0,0,Limited service
AUS,Australia,total,Drinking water,2020,0,0,Limited service
AUS,Australia,rural,Drinking water,2020,0,0,Limited service
AUS,Australia,urban,Drinking water,2020,0,0,Limited service
AUS,Australia,total,Sanitation,2020,0,0,Open defecation
AUS,Australia,total,Sanitation,2020,74.25949,18936081.96316,Safely managed service
AUS,Australia,urban,Drinking water,2020,98.96374,21763463.83739,Safely managed service
AUS,Australia,total,Drinking water,2020,0,0,Surface water
AUS,Australia,rural,Drinking water,2020,0,0,Surface water
AUS,Australia,urban,Drinking water,2020,0,0,Surface water
AUS,Australia,total,Sanitation,2020,0.00885,2256.13197,Unimproved
AUS,Australia,total,Drinking water,2020,0.03019,7697.94942,Unimproved
AUS,Australia,rural,Drinking water,2020,0,0,Unimproved
AUS,Australia,urban,Drinking water,2020,0.035,7696.9732,Unimproved
AUT,Austria,rural,Drinking water,2020,100,3715320,At least basic
AUT,Austria,urban,Drinking water,2020,100,5291080,At least basic
AUT,Austria,total,Sanitation,2020,0.33008,29728.30098,Basic service
AUT,Austria,rural,Sanitation,2020,0.80015,29728.29976,Basic service
AUT,Austria,urban,Sanitation,2020,0,0,Basic service
AUT,Austria,total,Drinking water,2020,1.09936,99012.57873,Basic service
AUT,Austria,total,Sanitation,2020,0,0,Limited service
AUT,Austria,rural,Sanitation,2020,0,0,Limited service
AUT,Austria,urban,Sanitation,2020,0,0,Limited service
AUT,Austria,total,Drinking water,2020,0,0,Limited service
AUT,Austria,rural,Drinking water,2020,0,0,Limited service
AUT,Austria,urban,Drinking water,2020,0,0,Limited service
AUT,Austria,total,Sanitation,2020,0,0,Open defecation
AUT,Austria,rural,Sanitation,2020,0,0,Open defecation
AUT,Austria,urban,Sanitation,2020,0,0,Open defecation
AUT,Austria,total,Sanitation,2020,99.64252,8974204.36349,Safely managed service
AUT,Austria,rural,Sanitation,2020,99.19985,3685591.7002,Safely managed service
AUT,Austria,urban,Sanitation,2020,99.95337,5288612.6641,Safely managed service
AUT,Austria,total,Drinking water,2020,98.90064,8907387.42109,Safely managed service
AUT,Austria,total,Drinking water,2020,0,0,Surface water
AUT,Austria,rural,Drinking water,2020,0,0,Surface water
AUT,Austria,urban,Drinking water,2020,0,0,Surface water
AUT,Austria,total,Sanitation,2020,0.0274,2467.33561,Unimproved
AUT,Austria,rural,Sanitation,2020,0,0,Unimproved
AUT,Austria,urban,Sanitation,2020,0.04663,2467.33568,Unimproved
AUT,Austria,total,Drinking water,2020,0,0,Unimproved
AUT,Austria,rural,Drinking water,2020,0,0,Unimproved
AUT,Austria,urban,Drinking water,2020,0,0,Unimproved
AZE,Azerbaijan,urban,Sanitation,2020,87.56399,5007075.92381,Basic service
AZE,Azerbaijan,total,Drinking water,2020,7.72061,782806.37361,Basic service
AZE,Azerbaijan,rural,Drinking water,2020,12.85628,568374.21354,Basic service
AZE,Azerbaijan,urban,Drinking water,2020,3.75,214432.1625,Basic service
AZE,Azerbaijan,urban,Sanitation,2020,3.55672,203380.12139,Limited service
AZE,Azerbaijan,total,Drinking water,2020,1.04278,105729.40871,Limited service
AZE,Azerbaijan,rural,Drinking water,2020,2.39154,105729.40937,Limited service
AZE,Azerbaijan,urban,Drinking water,2020,0,0,Limited service
AZE,Azerbaijan,urban,Sanitation,2020,0,0,Open defecation
AZE,Azerbaijan,urban,Sanitation,2020,8.87929,507734.9548,Safely managed service
AZE,Azerbaijan,total,Drinking water,2020,88.32276,8955199.60781,Safely managed service
AZE,Azerbaijan,rural,Drinking water,2020,78.06951,3451440.7657,Safely managed service
AZE,Azerbaijan,urban,Drinking water,2020,96.25,5503758.8375,Safely managed service
AZE,Azerbaijan,total,Drinking water,2020,0,0,Surface water
AZE,Azerbaijan,rural,Drinking water,2020,0,0,Surface water
AZE,Azerbaijan,urban,Drinking water,2020,0,0,Surface water
AZE,Azerbaijan,urban,Sanitation,2020,0,0,Unimproved
AZE,Azerbaijan,total,Drinking water,2020,2.91384,295439.60936,Unimproved
AZE,Azerbaijan,rural,Drinking water,2020,6.68267,295439.6113,Unimproved
AZE,Azerbaijan,urban,Drinking water,2020,0,0,Unimproved
BDI,Burundi,total,Sanitation,2020,45.72751,5437358.35148,At least basic
BDI,Burundi,rural,Sanitation,2020,46.43954,4765064.76686,At least basic
BDI,Burundi,urban,Sanitation,2020,41.2453,672293.63129,At least basic
BDI,Burundi,total,Drinking water,2020,62.20712,7396912.73855,At least basic
BDI,Burundi,rural,Drinking water,2020,57.68576,5919016.86632,At least basic
BDI,Burundi,urban,Drinking water,2020,90.66911,1477895.93622,At least basic
BDI,Burundi,total,Hygiene,2020,6.19518,736654.75329,Basic service
BDI,Burundi,rural,Hygiene,2020,4.09907,420596.8309,Basic service
BDI,Burundi,urban,Hygiene,2020,19.3902,316057.94277,Basic service
BDI,Burundi,total,Hygiene,2020,93.80482,11154126.24635,Limited service
BDI,Burundi,rural,Hygiene,2020,95.90093,9840196.16889,Limited service
BDI,Burundi,urban,Hygiene,2020,80.6098,1313930.35723,Limited service
BDI,Burundi,total,Sanitation,2020,12.63031,1501842.50172,Limited service
BDI,Burundi,rural,Sanitation,2020,7.29923,748959.38131,Limited service
BDI,Burundi,urban,Sanitation,2020,46.18948,752883.16303,Limited service
BDI,Burundi,total,Drinking water,2020,19.43969,2311531.33835,Limited service
BDI,Burundi,rural,Drinking water,2020,21.25148,2180570.59079,Limited service
BDI,Burundi,urban,Drinking water,2020,8.03446,130960.80473,Limited service
BDI,Burundi,total,Hygiene,2020,0,0,No handwashing facility
BDI,Burundi,rural,Hygiene,2020,0,0,No handwashing facility
BDI,Burundi,urban,Hygiene,2020,0,0,No handwashing facility
BDI,Burundi,total,Sanitation,2020,2.58483,307356.61983,Open defecation
BDI,Burundi,rural,Sanitation,2020,2.92157,299776.28063,Open defecation
BDI,Burundi,urban,Sanitation,2020,0.46506,7580.34665,Open defecation
BDI,Burundi,total,Drinking water,2020,3.59492,427464.64852,Surface water
BDI,Burundi,rural,Drinking water,2020,4.166,427464.65885,Surface water
BDI,Burundi,urban,Drinking water,2020,0,0,Surface water
BDI,Burundi,total,Sanitation,2020,39.05735,4644223.72698,Unimproved
BDI,Burundi,rural,Sanitation,2020,43.33966,4446992.70408,Unimproved
BDI,Burundi,urban,Sanitation,2020,12.10016,197231.1367,Unimproved
BDI,Burundi,total,Drinking water,2020,14.75826,1754872.33915,Unimproved
BDI,Burundi,rural,Drinking water,2020,16.89675,1733740.78543,Unimproved
BDI,Burundi,urban,Drinking water,2020,1.29643,21131.5965,Unimproved
BEL,Belgium,rural,Sanitation,2020,99.48793,221496.24697,At least basic
BEL,Belgium,urban,Sanitation,2020,99.48612,11308567.60529,At least basic
BEL,Belgium,rural,Drinking water,2020,100,222636.3,At least basic
BEL,Belgium,urban,Drinking water,2020,100,11366980,At least basic
BEL,Belgium,total,Sanitation,2020,10.66545,1236084.28129,Basic service
BEL,Belgium,total,Drinking water,2020,0.08619,9988.85963,Basic service
BEL,Belgium,total,Sanitation,2020,0.51371,59537.51007,Limited service
BEL,Belgium,rural,Sanitation,2020,0.50553,1125.48903,Limited service
BEL,Belgium,urban,Sanitation,2020,0.51387,58412.02471,Limited service
BEL,Belgium,total,Drinking water,2020,0,0,Limited service
BEL,Belgium,rural,Drinking water,2020,0,0,Limited service
BEL,Belgium,urban,Drinking water,2020,0,0,Limited service
BEL,Belgium,total,Sanitation,2020,0,0,Open defecation
BEL,Belgium,rural,Sanitation,2020,0,0,Open defecation
BEL,Belgium,urban,Sanitation,2020,0,0,Open defecation
BEL,Belgium,total,Sanitation,2020,88.82071,10293979.22675,Safely managed service
BEL,Belgium,total,Drinking water,2020,99.91381,11579626.72801,Safely managed service
BEL,Belgium,total,Drinking water,2020,0,0,Surface water
BEL,Belgium,rural,Drinking water,2020,0,0,Surface water
BEL,Belgium,urban,Drinking water,2020,0,0,Surface water
BEL,Belgium,total,Sanitation,2020,0.00013,14.98236,Unimproved
BEL,Belgium,rural,Sanitation,2020,0.00654,14.57035,Unimproved
BEL,Belgium,urban,Sanitation,2020,0,0,Unimproved
BEL,Belgium,total,Drinking water,2020,0,0.41143,Unimproved
BEL,Belgium,rural,Drinking water,2020,0,0,Unimproved
BEL,Belgium,urban,Drinking water,2020,0,0,Unimproved
BEN,Benin,total,Sanitation,2020,16.96288,2056444.12294,At least basic
BEN,Benin,rural,Sanitation,2020,8.00351,500519.57714,At least basic
BEN,Benin,urban,Sanitation,2020,26.50888,1555924.4332,At least basic
BEN,Benin,total,Drinking water,2020,65.41412,7930283.71672,At least basic
BEN,Benin,rural,Drinking water,2020,58.05227,3630444.93238,At least basic
BEN,Benin,urban,Drinking water,2020,73.258,4299838.94026,At least basic
BEN,Benin,total,Hygiene,2020,12.03316,1458804.08402,Basic service
BEN,Benin,rural,Hygiene,2020,7.82327,489247.8009,Basic service
BEN,Benin,urban,Hygiene,2020,16.5187,969556.26797,Basic service
BEN,Benin,total,Hygiene,2020,44.28124,5368302.32083,Limited service
BEN,Benin,rural,Hygiene,2020,48.08754,3007275.43884,Limited service
BEN,Benin,urban,Hygiene,2020,40.22572,2361026.8959,Limited service
BEN,Benin,total,Sanitation,2020,19.65942,2383350.27405,Limited service
BEN,Benin,rural,Sanitation,2020,10.12776,633364.96229,Limited service
BEN,Benin,urban,Sanitation,2020,29.81517,1749985.27772,Limited service
BEN,Benin,total,Drinking water,2020,9.31754,1129583.28781,Limited service
BEN,Benin,rural,Drinking water,2020,12.70521,794552.01429,Limited service
BEN,Benin,urban,Drinking water,2020,5.70806,335031.28529,Limited service
BEN,Benin,total,Hygiene,2020,43.6856,5296091.81943,No handwashing facility
BEN,Benin,rural,Hygiene,2020,44.08919,2757228.69146,No handwashing facility
BEN,Benin,urban,Hygiene,2020,43.25558,2538862.73929,No handwashing facility
BEN,Benin,total,Sanitation,2020,51.57582,6252638.30956,Open defecation
BEN,Benin,rural,Sanitation,2020,70.45118,4405841.83875,Open defecation
BEN,Benin,urban,Sanitation,2020,31.46458,1846796.5381,Open defecation
BEN,Benin,total,Drinking water,2020,3.2958,399556.426,Surface water
BEN,Benin,rural,Drinking water,2020,5.26456,329232.44086,Surface water
BEN,Benin,urban,Drinking water,2020,1.19814,70323.99213,Surface water
BEN,Benin,total,Sanitation,2020,11.80188,1430765.36135,Unimproved
BEN,Benin,rural,Sanitation,2020,11.41756,714025.63858,Unimproved
BEN,Benin,urban,Sanitation,2020,12.21137,716739.72164,Unimproved
BEN,Benin,total,Drinking water,2020,21.97254,2663774.63651,Unimproved
BEN,Benin,rural,Drinking water,2020,23.97797,1499522.674,Unimproved
BEN,Benin,urban,Drinking water,2020,19.83581,1164251.96938,Unimproved
BFA,Burkina Faso,total,Sanitation,2020,21.66437,4528564.19876,At least basic
BFA,Burkina Faso,rural,Sanitation,2020,13.45883,1952259.13933,At least basic
BFA,Burkina Faso,urban,Sanitation,2020,40.26819,2576304.94092,At least basic
BFA,Burkina Faso,total,Drinking water,2020,47.21486,9869452.43766,At least basic
BFA,Burkina Faso,rural,Drinking water,2020,32.71826,4745918.10762,At least basic
BFA,Burkina Faso,urban,Drinking water,2020,80.08192,5123534.12814,At least basic
BFA,Burkina Faso,total,Hygiene,2020,9.00897,1883169.86866,Basic service
BFA,Burkina Faso,rural,Hygiene,2020,5.4566,791502.29306,Basic service
BFA,Burkina Faso,urban,Hygiene,2020,17.06299,1091667.61285,Basic service
BFA,Burkina Faso,total,Hygiene,2020,27.30326,5707276.82791,Limited service
BFA,Burkina Faso,rural,Hygiene,2020,26.5868,3856525.22139,Limited service
BFA,Burkina Faso,urban,Hygiene,2020,28.92764,1850751.74146,Limited service
BFA,Burkina Faso,total,Sanitation,2020,32.29477,6750664.56384,Limited service
BFA,Burkina Faso,rural,Sanitation,2020,24.23324,3515130.65891,Limited service
BFA,Burkina Faso,urban,Sanitation,2020,50.57208,3235534.04887,Limited service
BFA,Burkina Faso,total,Drinking water,2020,31.273,6537082.83965,Limited service
BFA,Burkina Faso,rural,Drinking water,2020,38.6269,5602991.35627,Limited service
BFA,Burkina Faso,urban,Drinking water,2020,14.60005,934091.65611,Limited service
BFA,Burkina Faso,total,Hygiene,2020,63.68777,13312830.99427,No handwashing facility
BFA,Burkina Faso,rural,Hygiene,2020,67.9566,9857384.28465,No handwashing facility
BFA,Burkina Faso,urban,Hygiene,2020,54.00937,3455447.07532,No handwashing facility
BFA,Burkina Faso,total,Sanitation,2020,39.9208,8344756.32432,Open defecation
BFA,Burkina Faso,rural,Sanitation,2020,54.71507,7936645.78854,Open defecation
BFA,Burkina Faso,urban,Sanitation,2020,6.37886,408110.76686,Open defecation
BFA,Burkina Faso,total,Drinking water,2020,0.35351,73895.07396,Surface water
BFA,Burkina Faso,rural,Drinking water,2020,0.31439,45603.98008,Surface water
BFA,Burkina Faso,urban,Drinking water,2020,0.4422,28291.09567,Surface water
BFA,Burkina Faso,total,Sanitation,2020,6.12006,1279293.08073,Unimproved
BFA,Burkina Faso,rural,Sanitation,2020,7.59287,1101376.44688,Unimproved
BFA,Burkina Faso,urban,Sanitation,2020,2.78087,177916.66747,Unimproved
BFA,Burkina Faso,total,Drinking water,2020,21.15863,4422847.79965,Unimproved
BFA,Burkina Faso,rural,Drinking water,2020,28.34045,4110898.41142,Unimproved
BFA,Burkina Faso,urban,Drinking water,2020,4.87584,311949.5092,Unimproved
BGD,Bangladesh,total,Hygiene,2020,58.40395,96185117.19122,Basic service
BGD,Bangladesh,rural,Hygiene,2020,53.84017,54817869.07823,Basic service
BGD,Bangladesh,urban,Hygiene,2020,65.79444,41367245.87477,Basic service
BGD,Bangladesh,total,Sanitation,2020,15.49528,25519077.13417,Basic service
BGD,Bangladesh,rural,Sanitation,2020,13.1646,13403661.5468,Basic service
BGD,Bangladesh,urban,Sanitation,2020,19.26952,12115415.01055,Basic service
BGD,Bangladesh,total,Drinking water,2020,39.18608,64535318.74515,Basic service
BGD,Bangladesh,rural,Drinking water,2020,35.82903,36479661.2662,Basic service
BGD,Bangladesh,urban,Drinking water,2020,44.62241,28055655.97357,Basic service
BGD,Bangladesh,total,Hygiene,2020,35.5113,58483335.99152,Limited service
